Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
2025-08-19,Transaction at Dominos,2812.07,Food,Net Banking,Houston,Credit Card,Debit,ATM,INR,Service,Yes,Tuesday,August,Evening
2025-08-01,Transaction at Levis,3433.16,Clothing,Credit Card,Chicago,Current,Debit,Mobile,INR,Service,Yes,Friday,August,Night
2025-12-07,Transaction at KFC,1140.24,Food,Credit Card,Houston,Current,Debit,ATM,INR,Subscription,Yes,Sunday,December,Afternoon
2025-05-31,Transaction at Starbucks,2665.8,Food,Credit Card,Chicago,Current,Credit,Mobile,INR,Restaurant,Yes,Saturday,May,Morning
2025-11-28,Transaction at Dell,4443.98,Electronics,Net Banking,New York,Salary,Credit,Desktop,INR,Subscription,Yes,Friday,November,Afternoon
2025-10-07,Transaction at Dell,3718.86,Electronics,Net Banking,Houston,Credit Card,Credit,Mobile,INR,Retail,Yes,Tuesday,October,Evening
2025-03-25,Transaction at Sony,3809.88,Electronics,Cash,Boston,Salary,Credit,ATM,INR,Online Store,No,Tuesday,March,Afternoon
2025-11-15,Transaction at KFC,2991.87,Food,Net Banking,Los Angeles,Salary,Credit,POS Terminal,INR,Online Store,Yes,Saturday,November,Afternoon
2025-10-24,Transaction at Netflix,1538.13,Entertainment,UPI,Chicago,Credit Card,Credit,Mobile,INR,Retail,Yes,Friday,October,Evening
2025-05-21,Transaction at Zara,839.03,Clothing,UPI,New York,Salary,Credit,Mobile,INR,Service,Yes,Wednesday,May,Morning
2025-08-18,Transaction at Levis,2245.24,Clothing,Debit Card,Boston,Salary,Debit,Mobile,INR,Subscription,No,Monday,August,Morning
2025-09-27,Transaction at Target,3021.14,Grocery,Debit Card,New York,Salary,Credit,ATM,INR,Subscription,Yes,Saturday,September,Afternoon
2025-11-05,Transaction at Tesco,2986.13,Grocery,Net Banking,New York,Current,Debit,ATM,INR,Restaurant,Yes,Wednesday,November,Afternoon
2025-03-21,Transaction at Samsung,1567.62,Electronics,Net Banking,San Francisco,Current,Credit,POS Terminal,INR,Subscription,Yes,Friday,March,Afternoon
2025-12-29,Transaction at Metro,3605.07,Transport,Net Banking,Chicago,Salary,Debit,Mobile,INR,Online Store,Yes,Monday,December,Evening
2025-05-23,Transaction at YouTube Premium,1063.41,Entertainment,Cash,Los Angeles,Credit Card,Debit,Desktop,INR,Subscription,Yes,Friday,May,Morning
2025-03-11,Transaction at Adidas,3169.34,Clothing,UPI,Los Angeles,Current,Debit,Desktop,INR,Online Store,No,Tuesday,March,Morning
2025-03-16,Transaction at H&M,2303.3,Clothing,UPI,Los Angeles,Current,Credit,ATM,INR,Restaurant,No,Sunday,March,Afternoon
2025-02-12,Transaction at Ola,4638.59,Transport,Credit Card,New York,Savings,Debit,ATM,INR,Service,Yes,Wednesday,February,Night
2025-04-07,Transaction at Levis,4836.75,Clothing,Net Banking,Boston,Credit Card,Debit,POS Terminal,INR,Restaurant,No,Monday,April,Morning
2025-07-11,Transaction at McDonalds,2895.74,Food,Cash,San Francisco,Salary,Debit,POS Terminal,INR,Restaurant,No,Friday,July,Evening
2025-12-07,Transaction at Levis,4103.39,Clothing,UPI,Boston,Savings,Debit,Desktop,INR,Service,Yes,Sunday,December,Evening
2025-02-16,Transaction at Amazon Prime,964.96,Entertainment,Cash,New York,Salary,Debit,POS Terminal,INR,Online Store,No,Sunday,February,Night
2025-07-20,Transaction at Uber,3706.35,Transport,UPI,Los Angeles,Current,Credit,POS Terminal,INR,Subscription,Yes,Sunday,July,Evening
2025-01-29,Transaction at Costco,2462.35,Grocery,UPI,Houston,Savings,Credit,ATM,INR,Online Store,Yes,Wednesday,January,Afternoon
2025-07-26,Transaction at KFC,2579.62,Food,Debit Card,Houston,Current,Debit,POS Terminal,INR,Subscription,No,Saturday,July,Evening
2025-12-24,Transaction at Costco,2942.38,Grocery,Credit Card,New York,Current,Credit,Mobile,INR,Service,Yes,Wednesday,December,Evening
2025-12-23,Transaction at Costco,2750.7,Grocery,Debit Card,New York,Current,Credit,POS Terminal,INR,Restaurant,No,Tuesday,December,Morning
2025-08-28,Transaction at Apple,2924.07,Electronics,Net Banking,Chicago,Credit Card,Credit,Desktop,INR,Restaurant,No,Thursday,August,Evening
2025-07-16,Transaction at Metro,3153.39,Transport,Cash,New York,Salary,Credit,POS Terminal,INR,Subscription,Yes,Wednesday,July,Afternoon
2025-01-03,Transaction at Costco,4618.03,Grocery,UPI,Boston,Savings,Credit,Desktop,INR,Subscription,Yes,Friday,January,Afternoon
2025-07-20,Transaction at Sony,4346.12,Electronics,Net Banking,Boston,Current,Credit,ATM,INR,Retail,No,Sunday,July,Morning
2025-10-17,Transaction at Ola,2580.75,Transport,Credit Card,San Francisco,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Friday,October,Afternoon
2025-08-30,Transaction at H&M,1551.38,Clothing,Net Banking,New York,Savings,Debit,ATM,INR,Service,No,Saturday,August,Morning
2025-09-07,Transaction at Lyft,2442.75,Transport,Debit Card,Houston,Salary,Credit,POS Terminal,INR,Restaurant,Yes,Sunday,September,Morning
2025-09-29,Transaction at Disney+,4776.61,Entertainment,Net Banking,Houston,Savings,Debit,POS Terminal,INR,Online Store,Yes,Monday,September,Night
2025-01-06,Transaction at Netflix,2968.13,Entertainment,UPI,San Francisco,Savings,Debit,Desktop,INR,Service,Yes,Monday,January,Morning
2025-06-29,Transaction at Costco,2102.46,Grocery,Credit Card,Los Angeles,Savings,Debit,ATM,INR,Restaurant,Yes,Sunday,June,Night
2025-03-17,Transaction at Subway,3065.73,Food,Debit Card,Los Angeles,Current,Credit,Desktop,INR,Subscription,Yes,Monday,March,Night
2025-11-08,Transaction at KFC,85.72,Food,Debit Card,Los Angeles,Current,Credit,Mobile,INR,Online Store,Yes,Saturday,November,Morning
2025-08-31,Transaction at Subway,420.64,Food,Net Banking,New York,Current,Debit,POS Terminal,INR,Service,Yes,Sunday,August,Afternoon
2025-07-05,Transaction at Uber,3797.92,Transport,Net Banking,Boston,Credit Card,Credit,Desktop,INR,Online Store,No,Saturday,July,Evening
2025-09-09,Transaction at Spotify,709.63,Entertainment,UPI,Los Angeles,Credit Card,Debit,Mobile,INR,Subscription,No,Tuesday,September,Afternoon
2025-12-27,Transaction at Walmart,2762.98,Grocery,Net Banking,Houston,Current,Debit,Desktop,INR,Restaurant,Yes,Saturday,December,Morning
2025-10-17,Transaction at H&M,2318.84,Clothing,Net Banking,Boston,Current,Credit,Mobile,INR,Subscription,No,Friday,October,Afternoon
2025-05-25,Transaction at RedBus,3346.48,Transport,Net Banking,San Francisco,Salary,Credit,Desktop,INR,Retail,No,Sunday,May,Morning
2025-01-12,Transaction at Levis,2242.71,Clothing,Cash,Los Angeles,Salary,Credit,POS Terminal,INR,Restaurant,Yes,Sunday,January,Evening
2025-09-11,Transaction at KFC,3708.97,Food,Debit Card,San Francisco,Savings,Credit,POS Terminal,INR,Retail,No,Thursday,September,Afternoon
2025-12-18,Transaction at Costco,3335.73,Grocery,Credit Card,New York,Current,Credit,ATM,INR,Subscription,No,Thursday,December,Afternoon
2025-03-13,Transaction at Levis,1662.27,Clothing,Debit Card,Houston,Salary,Credit,ATM,INR,Service,No,Thursday,March,Night
2025-08-22,Transaction at RedBus,2058.11,Transport,Debit Card,Chicago,Savings,Credit,POS Terminal,INR,Restaurant,Yes,Friday,August,Afternoon
2025-10-28,Transaction at Amazon Prime,2084.98,Entertainment,Net Banking,San Francisco,Salary,Credit,Desktop,INR,Online Store,Yes,Tuesday,October,Night
2025-11-01,Transaction at Walmart,3935.68,Grocery,Cash,San Francisco,Current,Credit,Desktop,INR,Restaurant,Yes,Saturday,November,Morning
2025-10-12,Transaction at Tesco,4871.33,Grocery,Debit Card,Los Angeles,Salary,Debit,ATM,INR,Service,No,Sunday,October,Morning
2025-07-16,Transaction at Levis,500.0,Clothing,UPI,Los Angeles,Salary,Credit,POS Terminal,INR,Restaurant,Yes,Wednesday,July,Night
2025-05-24,Transaction at Samsung,3346.87,Electronics,Credit Card,Houston,Salary,Credit,Desktop,INR,Retail,No,Saturday,May,Afternoon
2025-09-04,Transaction at Lyft,2385.86,Transport,Debit Card,Chicago,Credit Card,Credit,ATM,INR,Service,No,Thursday,September,Evening
2025-02-27,Transaction at HP,382.01,Electronics,Cash,Los Angeles,Current,Debit,ATM,INR,Retail,Yes,Thursday,February,Afternoon
2025-01-24,Transaction at Tesco,819.21,Grocery,Net Banking,San Francisco,Salary,Credit,POS Terminal,INR,Restaurant,Yes,Friday,January,Morning
2025-06-06,Transaction at McDonalds,3544.89,Food,Credit Card,Chicago,Savings,Debit,ATM,INR,Subscription,Yes,Friday,June,Evening
2025-09-14,Transaction at Starbucks,3652.71,Food,Net Banking,Los Angeles,Current,Credit,Mobile,INR,Retail,Yes,Sunday,September,Afternoon
2025-05-06,Transaction at Target,4679.6,Grocery,Credit Card,New York,Savings,Debit,ATM,INR,Service,Yes,Tuesday,May,Afternoon
2025-07-15,Transaction at Spotify,2641.93,Entertainment,Credit Card,Houston,Salary,Debit,Desktop,INR,Online Store,Yes,Tuesday,July,Afternoon
2025-09-07,Transaction at McDonalds,71.75,Food,Credit Card,Houston,Salary,Debit,Mobile,INR,Online Store,No,Sunday,September,Night
2025-06-10,Transaction at Lyft,521.71,Transport,UPI,Houston,Credit Card,Credit,Mobile,INR,Retail,Yes,Tuesday,June,Night
2025-03-25,Transaction at Disney+,1470.61,Entertainment,Debit Card,Boston,Credit Card,Credit,Desktop,INR,Retail,No,Tuesday,March,Night
2025-05-10,Transaction at Zara,2832.01,Clothing,UPI,San Francisco,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Saturday,May,Night
2025-10-15,Transaction at HP,4310.45,Electronics,Net Banking,Houston,Savings,Credit,ATM,INR,Online Store,Yes,Wednesday,October,Afternoon
2025-11-06,Transaction at Nike,4460.75,Clothing,Net Banking,Houston,Savings,Credit,Desktop,INR,Online Store,No,Thursday,November,Evening
2025-07-22,Transaction at Uber,1072.72,Transport,UPI,New York,Salary,Debit,ATM,INR,Service,Yes,Tuesday,July,Morning
2025-04-26,Transaction at Adidas,872.25,Clothing,Credit Card,Houston,Current,Credit,Desktop,INR,Subscription,No,Saturday,April,Night
2025-07-03,Transaction at Target,398.68,Grocery,Credit Card,San Francisco,Savings,Credit,Desktop,INR,Retail,No,Thursday,July,Evening
2025-08-01,Transaction at Samsung,3495.25,Electronics,UPI,Houston,Savings,Debit,Mobile,INR,Subscription,No,Friday,August,Evening
2025-05-22,Transaction at Uber,472.68,Transport,Net Banking,New York,Savings,Debit,Mobile,INR,Retail,No,Thursday,May,Evening
2025-12-15,Transaction at Lyft,4391.07,Transport,Credit Card,Los Angeles,Current,Credit,ATM,INR,Retail,No,Monday,December,Night
2025-09-28,Transaction at Uber,1316.94,Transport,UPI,San Francisco,Savings,Credit,ATM,INR,Subscription,Yes,Sunday,September,Morning
2025-04-21,Transaction at McDonalds,1003.48,Food,Net Banking,Houston,Salary,Credit,Mobile,INR,Online Store,Yes,Monday,April,Evening
2025-12-30,Transaction at McDonalds,2531.58,Food,Debit Card,Chicago,Savings,Credit,Desktop,INR,Subscription,No,Tuesday,December,Night
2025-06-23,Transaction at Dominos,1221.19,Food,Debit Card,Houston,Credit Card,Debit,ATM,INR,Restaurant,Yes,Monday,June,Evening
2025-10-18,Transaction at Zara,2143.83,Clothing,UPI,New York,Current,Debit,POS Terminal,INR,Service,No,Saturday,October,Evening
2025-04-08,Transaction at Disney+,1871.37,Entertainment,Net Banking,San Francisco,Savings,Credit,ATM,INR,Service,Yes,Tuesday,April,Night
2025-03-16,Transaction at Disney+,2390.86,Entertainment,Debit Card,San Francisco,Salary,Debit,Desktop,INR,Service,No,Sunday,March,Evening
2025-05-08,Transaction at Uber,4896.76,Transport,UPI,Boston,Savings,Debit,Desktop,INR,Restaurant,Yes,Thursday,May,Night
2025-11-22,Transaction at Amazon Prime,4992.16,Entertainment,Cash,Boston,Credit Card,Credit,POS Terminal,INR,Online Store,Yes,Saturday,November,Evening
2025-11-09,Transaction at H&M,4643.05,Clothing,Cash,Boston,Credit Card,Debit,Desktop,INR,Online Store,Yes,Sunday,November,Evening
2025-11-19,Transaction at Netflix,4316.25,Entertainment,UPI,Los Angeles,Savings,Credit,ATM,INR,Online Store,Yes,Wednesday,November,Evening
2025-08-17,Transaction at YouTube Premium,4511.27,Entertainment,Credit Card,Houston,Current,Debit,Desktop,INR,Subscription,Yes,Sunday,August,Evening
2025-04-12,Transaction at Walmart,4854.71,Grocery,Debit Card,New York,Current,Debit,ATM,INR,Service,No,Saturday,April,Evening
2025-10-15,Transaction at Netflix,1227.65,Entertainment,Cash,New York,Salary,Credit,POS Terminal,INR,Restaurant,Yes,Wednesday,October,Morning
2025-12-02,Transaction at Dell,3894.03,Electronics,UPI,Los Angeles,Current,Credit,ATM,INR,Restaurant,No,Tuesday,December,Afternoon
2025-10-23,Transaction at HP,3441.57,Electronics,UPI,Chicago,Salary,Debit,POS Terminal,INR,Service,Yes,Thursday,October,Night
2025-10-26,Transaction at Subway,1280.55,Food,Cash,Houston,Salary,Credit,Mobile,INR,Online Store,No,Sunday,October,Morning
2025-09-19,Transaction at KFC,2171.05,Food,Cash,Boston,Current,Debit,Desktop,INR,Retail,No,Friday,September,Night
2025-09-25,Transaction at Ola,4898.58,Transport,Net Banking,Los Angeles,Credit Card,Credit,POS Terminal,INR,Retail,Yes,Thursday,September,Night
2025-06-07,Transaction at Sony,2059.77,Electronics,Credit Card,Chicago,Credit Card,Debit,Desktop,INR,Subscription,Yes,Saturday,June,Evening
2025-10-19,Transaction at Uber,573.64,Transport,Debit Card,San Francisco,Current,Credit,ATM,INR,Restaurant,Yes,Sunday,October,Evening
2025-07-06,Transaction at Adidas,3871.49,Clothing,UPI,New York,Salary,Debit,POS Terminal,INR,Restaurant,No,Sunday,July,Night
2025-11-22,Transaction at HP,4473.09,Electronics,Credit Card,Los Angeles,Current,Debit,Mobile,INR,Online Store,No,Saturday,November,Morning
2025-11-09,Transaction at Tesco,3164.5,Grocery,Net Banking,Chicago,Savings,Credit,POS Terminal,INR,Service,No,Sunday,November,Night
2025-12-19,Transaction at YouTube Premium,3441.48,Entertainment,Cash,Boston,Credit Card,Credit,Desktop,INR,Retail,No,Friday,December,Morning
2025-09-05,Transaction at Sony,3341.77,Electronics,Debit Card,New York,Salary,Debit,ATM,INR,Retail,Yes,Friday,September,Evening
2025-04-03,Transaction at KFC,4622.1,Food,Credit Card,Los Angeles,Credit Card,Debit,POS Terminal,INR,Restaurant,Yes,Thursday,April,Evening
2025-01-31,Transaction at RedBus,3040.18,Transport,Credit Card,San Francisco,Credit Card,Debit,Mobile,INR,Service,No,Friday,January,Morning
2025-05-06,Transaction at Adidas,3486.37,Clothing,Cash,New York,Credit Card,Credit,Desktop,INR,Subscription,No,Tuesday,May,Night
2025-05-06,Transaction at Zara,166.04,Clothing,Credit Card,Chicago,Credit Card,Credit,ATM,INR,Subscription,No,Tuesday,May,Night
2025-03-11,Transaction at Starbucks,2934.15,Food,UPI,New York,Salary,Credit,ATM,INR,Restaurant,Yes,Tuesday,March,Morning
2025-12-24,Transaction at HP,3027.08,Electronics,Cash,Los Angeles,Current,Debit,ATM,INR,Restaurant,Yes,Wednesday,December,Afternoon
2025-09-05,Transaction at Levis,4624.86,Clothing,Net Banking,Los Angeles,Credit Card,Credit,Mobile,INR,Service,No,Friday,September,Afternoon
2025-08-06,Transaction at YouTube Premium,685.92,Entertainment,Credit Card,Boston,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Wednesday,August,Night
2025-02-14,Transaction at Adidas,1268.56,Clothing,UPI,Chicago,Current,Debit,ATM,INR,Subscription,No,Friday,February,Afternoon
2025-12-04,Transaction at Adidas,1880.88,Clothing,Cash,San Francisco,Current,Debit,Desktop,INR,Retail,Yes,Thursday,December,Afternoon
2025-02-11,Transaction at Subway,2350.16,Food,Debit Card,Boston,Credit Card,Credit,ATM,INR,Service,Yes,Tuesday,February,Morning
2025-03-10,Transaction at Levis,2276.29,Clothing,Net Banking,Los Angeles,Credit Card,Credit,POS Terminal,INR,Service,No,Monday,March,Evening
2025-08-21,Transaction at BigBazaar,392.42,Grocery,Net Banking,New York,Salary,Credit,POS Terminal,INR,Service,No,Thursday,August,Morning
2025-02-27,Transaction at Uber,4103.32,Transport,UPI,San Francisco,Credit Card,Debit,POS Terminal,INR,Retail,No,Thursday,February,Night
2025-04-07,Transaction at Sony,500.97,Electronics,Debit Card,Boston,Current,Debit,Desktop,INR,Subscription,No,Monday,April,Morning
2025-01-22,Transaction at Zara,2618.69,Clothing,UPI,San Francisco,Salary,Debit,ATM,INR,Subscription,No,Wednesday,January,Morning
2025-11-11,Transaction at Samsung,3085.82,Electronics,Credit Card,Boston,Salary,Credit,Desktop,INR,Subscription,Yes,Tuesday,November,Afternoon
2025-06-17,Transaction at Amazon Prime,4518.52,Entertainment,UPI,Boston,Credit Card,Credit,Desktop,INR,Service,Yes,Tuesday,June,Afternoon
2025-07-11,Transaction at Samsung,1255.07,Electronics,Cash,San Francisco,Credit Card,Credit,ATM,INR,Restaurant,No,Friday,July,Morning
2025-02-11,Transaction at KFC,4829.79,Food,UPI,Chicago,Salary,Credit,POS Terminal,INR,Online Store,No,Tuesday,February,Night
2025-05-28,Transaction at Apple,3239.11,Electronics,Debit Card,Boston,Savings,Credit,ATM,INR,Retail,Yes,Wednesday,May,Evening
2025-03-22,Transaction at Spotify,4106.4,Entertainment,Credit Card,Boston,Salary,Debit,Desktop,INR,Retail,No,Saturday,March,Night
2025-02-05,Transaction at Netflix,4667.62,Entertainment,UPI,San Francisco,Credit Card,Credit,Mobile,INR,Subscription,Yes,Wednesday,February,Night
2025-06-27,Transaction at Metro,907.77,Transport,Credit Card,Boston,Salary,Credit,Desktop,INR,Subscription,No,Friday,June,Night
2025-06-25,Transaction at Spotify,2636.98,Entertainment,UPI,Los Angeles,Credit Card,Credit,Mobile,INR,Retail,No,Wednesday,June,Morning
2025-08-13,Transaction at Uber,58.5,Transport,Debit Card,Houston,Salary,Debit,ATM,INR,Restaurant,Yes,Wednesday,August,Evening
2025-03-20,Transaction at YouTube Premium,287.73,Entertainment,UPI,Chicago,Savings,Debit,Mobile,INR,Service,Yes,Thursday,March,Night
2025-03-24,Transaction at Ola,1441.82,Transport,Debit Card,Los Angeles,Credit Card,Debit,ATM,INR,Restaurant,Yes,Monday,March,Afternoon
2025-03-15,Transaction at KFC,3659.65,Food,UPI,New York,Credit Card,Credit,Mobile,INR,Restaurant,Yes,Saturday,March,Night
2025-08-27,Transaction at Disney+,4652.56,Entertainment,Debit Card,San Francisco,Salary,Debit,ATM,INR,Service,No,Wednesday,August,Night
2025-10-04,Transaction at Dell,4952.51,Electronics,Credit Card,San Francisco,Current,Debit,ATM,INR,Online Store,Yes,Saturday,October,Evening
2025-10-23,Transaction at RedBus,990.07,Transport,Net Banking,Houston,Savings,Credit,Mobile,INR,Online Store,Yes,Thursday,October,Night
2025-02-28,Transaction at Dominos,1272.6,Food,Net Banking,Chicago,Savings,Credit,POS Terminal,INR,Subscription,Yes,Friday,February,Afternoon
2025-12-01,Transaction at Zara,619.98,Clothing,Net Banking,Houston,Savings,Credit,Mobile,INR,Retail,Yes,Monday,December,Night
2025-03-09,Transaction at Spotify,3879.64,Entertainment,Credit Card,New York,Credit Card,Credit,Desktop,INR,Service,Yes,Sunday,March,Afternoon
2025-01-21,Transaction at H&M,3994.34,Clothing,Cash,Los Angeles,Savings,Debit,Mobile,INR,Online Store,No,Tuesday,January,Night
2025-12-30,Transaction at Spotify,3571.89,Entertainment,Cash,Los Angeles,Credit Card,Debit,Desktop,INR,Restaurant,No,Tuesday,December,Afternoon
2025-09-01,Transaction at HP,3590.91,Electronics,Debit Card,Los Angeles,Current,Credit,Mobile,INR,Subscription,Yes,Monday,September,Afternoon
2025-02-07,Transaction at Apple,3131.92,Electronics,Cash,Los Angeles,Current,Credit,Mobile,INR,Online Store,Yes,Friday,February,Evening
2025-09-29,Transaction at Walmart,2146.32,Grocery,Net Banking,Los Angeles,Credit Card,Credit,POS Terminal,INR,Service,Yes,Monday,September,Night
2025-02-12,Transaction at Nike,602.03,Clothing,Cash,San Francisco,Current,Debit,Mobile,INR,Restaurant,Yes,Wednesday,February,Morning
2025-07-09,Transaction at Metro,4353.97,Transport,UPI,Chicago,Savings,Debit,Mobile,INR,Online Store,No,Wednesday,July,Evening
2025-06-20,Transaction at Adidas,2400.08,Clothing,Credit Card,Los Angeles,Current,Debit,Desktop,INR,Retail,Yes,Friday,June,Morning
2025-03-04,Transaction at Target,2348.42,Grocery,UPI,Chicago,Current,Credit,POS Terminal,INR,Online Store,Yes,Tuesday,March,Morning
