Date,Description,Amount,Category,PaymentMethod,MerchantType,Month
23-09-2025,Apple,3002.46,Electronics,Credit Card,Subscription,September
24-11-2025,RedBus,1840.76,Transport,Net Banking,Retail,November
07-06-2025,Lyft,418.6,Transport,Credit Card,Service,June
02-11-2025,Netflix,1172.64,Entertainment,UPI,Service,November
16-05-2025,McDonalds,1838.59,Food,Credit Card,Retail,May
07-08-2025,RedBus,3759.77,Transport,Cash,Retail,August
12-03-2025,RedBus,820.01,Transport,Net Banking,Retail,March
16-11-2025,Tesco,880.34,Grocery,Net Banking,Subscription,November
11-03-2025,Levis,4266.35,Clothing,Debit Card,Online Store,March
04-07-2025,Apple,1393.61,Electronics,Cash,Service,July
03-08-2025,Nike,2576.47,Clothing,Net Banking,Online Store,August
27-01-2025,Target,3010.2,Grocery,UPI,Retail,January
10-10-2025,Subway,2441.43,Food,UPI,Restaurant,October
05-01-2025,H&M,652.89,Clothing,UPI,Subscription,January
17-03-2025,Zara,220.18,Clothing,Cash,Subscription,March
05-09-2025,Lyft,3641.38,Transport,Debit Card,Restaurant,September
13-02-2025,Walmart,3349.86,Grocery,Debit Card,Online Store,February
06-12-2025,Walmart,2096.81,Grocery,UPI,Restaurant,December
07-12-2025,Costco,4636.07,Grocery,UPI,Subscription,December
13-06-2025,RedBus,1523.39,Transport,Net Banking,Retail,June
24-05-2025,Uber,1508.89,Transport,Net Banking,Service,May
20-03-2025,Costco,4089.96,Grocery,Cash,Retail,March
12-09-2025,BigBazaar,2084.9,Grocery,Credit Card,Service,September
26-05-2025,H&M,4379.08,Clothing,Cash,Online Store,May
19-07-2025,Costco,3458.07,Grocery,Credit Card,Online Store,July
03-03-2025,Disney+,4314.67,Entertainment,Debit Card,Service,March
30-09-2025,Amazon Prime,3216.56,Entertainment,UPI,Service,September
24-08-2025,Nike,4135.28,Clothing,Debit Card,Service,August
26-09-2025,Tesco,1329.99,Grocery,Net Banking,Retail,September
08-10-2025,Amazon Prime,2899.44,Entertainment,UPI,Service,October
27-03-2025,KFC,2072.69,Food,Debit Card,Service,March
20-10-2025,Uber,2103.32,Transport,Credit Card,Subscription,October
15-04-2025,Walmart,1902.85,Grocery,Credit Card,Subscription,April
21-12-2025,Lyft,1061.22,Transport,Credit Card,Subscription,December
19-03-2025,KFC,690.34,Food,Net Banking,Restaurant,March
21-08-2025,Lyft,4062.78,Transport,UPI,Service,August
19-06-2025,Dell,3478.43,Electronics,Net Banking,Retail,June
08-04-2025,RedBus,4274.13,Transport,Credit Card,Subscription,April
17-06-2025,H&M,222.88,Clothing,Cash,Service,June
09-02-2025,Ola,279.8,Transport,Debit Card,Restaurant,February
30-06-2025,Netflix,2022.07,Entertainment,Credit Card,Retail,June
14-12-2025,Spotify,3445.02,Entertainment,Credit Card,Retail,December
22-05-2025,Starbucks,1737.57,Food,Net Banking,Service,May
08-01-2025,Adidas,3464.51,Clothing,Credit Card,Service,January
30-10-2025,Amazon Prime,113.26,Entertainment,UPI,Service,October
24-06-2025,Subway,2027.14,Food,Cash,Subscription,June
06-09-2025,Levis,2939.58,Clothing,Net Banking,Service,September
17-01-2025,YouTube Premium,3775.72,Entertainment,Net Banking,Restaurant,January
16-08-2025,Nike,133.56,Clothing,Cash,Retail,August
11-04-2025,Adidas,1965.27,Clothing,Credit Card,Retail,April
11-08-2025,Subway,1318.23,Food,Credit Card,Service,August
08-10-2025,Target,4047.91,Grocery,Credit Card,Online Store,October
22-02-2025,RedBus,4544.85,Transport,UPI,Online Store,February
17-07-2025,Costco,1751.3,Grocery,UPI,Online Store,July
15-12-2025,Sony,1607.68,Electronics,UPI,Online Store,December
13-06-2025,Apple,4026.04,Electronics,UPI,Restaurant,June
15-12-2025,Ola,4584.72,Transport,Cash,Retail,December
05-10-2025,Adidas,2116.21,Clothing,Cash,Online Store,October
21-07-2025,KFC,1139.43,Food,Credit Card,Retail,July
25-03-2025,Amazon Prime,3280.02,Entertainment,UPI,Subscription,March
03-11-2025,Target,3459.77,Grocery,UPI,Retail,November
11-01-2025,RedBus,4091.81,Transport,UPI,Service,January
16-10-2025,McDonalds,2253.38,Food,Debit Card,Restaurant,October
21-01-2025,H&M,2364.05,Clothing,Debit Card,Retail,January
06-08-2025,HP,4763.99,Electronics,Net Banking,Retail,August
25-03-2025,YouTube Premium,2443.89,Entertainment,Credit Card,Online Store,March
27-03-2025,Walmart,4895.36,Grocery,Net Banking,Service,March
22-01-2025,Subway,2603.11,Food,Credit Card,Retail,January
29-08-2025,H&M,4688.97,Clothing,Credit Card,Retail,August
09-01-2025,Lyft,2274.74,Transport,Cash,Retail,January
24-07-2025,Disney+,4036.74,Entertainment,Credit Card,Subscription,July
04-09-2025,Zara,4357.64,Clothing,Net Banking,Service,September
31-01-2025,Subway,3461.15,Food,Credit Card,Restaurant,January
12-08-2025,Subway,4713.09,Food,Debit Card,Online Store,August
24-01-2025,McDonalds,3889.62,Food,Net Banking,Subscription,January
16-12-2025,Ola,2643.08,Transport,Credit Card,Service,December
21-01-2025,HP,4665.33,Electronics,Net Banking,Retail,January
17-09-2025,Dominos,4420.11,Food,Credit Card,Retail,September
02-08-2025,Adidas,632.81,Clothing,Cash,Restaurant,August
06-09-2025,Uber,1298.87,Transport,Cash,Service,September
18-11-2025,Nike,4713.78,Clothing,Credit Card,Online Store,November
05-10-2025,Subway,4331.7,Food,Cash,Restaurant,October
14-02-2025,Lyft,3594.85,Transport,Net Banking,Subscription,February
23-03-2025,Samsung,4196.12,Electronics,Net Banking,Subscription,March
05-09-2025,YouTube Premium,2082.9,Entertainment,Debit Card,Subscription,September
03-05-2025,Samsung,3239.57,Electronics,Net Banking,Subscription,May
19-02-2025,Levis,4714.39,Clothing,Cash,Retail,February
08-07-2025,Adidas,3632.85,Clothing,Net Banking,Online Store,July
13-08-2025,Sony,3148.74,Electronics,Cash,Subscription,August
23-12-2025,Levis,2777.26,Clothing,Credit Card,Service,December
05-08-2025,KFC,3208.28,Food,Debit Card,Online Store,August
03-07-2025,McDonalds,2987.46,Food,Cash,Retail,July
20-08-2025,Tesco,4408.83,Grocery,UPI,Service,August
22-10-2025,Adidas,1651.54,Clothing,Cash,Online Store,October
17-06-2025,Nike,4532.74,Clothing,Credit Card,Retail,June
30-01-2025,KFC,1399.63,Food,Net Banking,Online Store,January
09-07-2025,Lyft,3049.99,Transport,Net Banking,Retail,July
22-08-2025,Adidas,1148.48,Clothing,Debit Card,Retail,August
15-01-2025,Dominos,2906.14,Food,Cash,Online Store,January
17-01-2025,Amazon Prime,82.5,Entertainment,Net Banking,Service,January
24-10-2025,Apple,189.62,Electronics,Debit Card,Subscription,October
29-10-2025,Spotify,2155.03,Entertainment,Debit Card,Service,October
20-02-2025,Walmart,2783.93,Grocery,UPI,Retail,February
22-07-2025,RedBus,456.2,Transport,Net Banking,Online Store,July
22-06-2025,BigBazaar,4185.29,Grocery,Debit Card,Service,June
02-05-2025,Netflix,3514.09,Entertainment,Cash,Online Store,May
30-07-2025,McDonalds,1995.98,Food,Credit Card,Service,July
15-10-2025,H&M,3291,Clothing,Cash,Retail,October
10-09-2025,Sony,1820.08,Electronics,UPI,Online Store,September
30-07-2025,Adidas,3340.94,Clothing,Net Banking,Service,July
22-11-2025,Levis,2512.59,Clothing,UPI,Service,November
10-06-2025,Netflix,2480.08,Entertainment,Cash,Online Store,June
02-11-2025,McDonalds,1938.81,Food,Cash,Online Store,November
22-02-2025,Dell,391.87,Electronics,Net Banking,Service,February
25-10-2025,YouTube Premium,2769.88,Entertainment,Cash,Retail,October
26-09-2025,Tesco,2823.11,Grocery,Credit Card,Subscription,September
02-03-2025,Nike,4504.61,Clothing,Credit Card,Online Store,March
17-05-2025,H&M,3431.06,Clothing,UPI,Retail,May
13-12-2025,Uber,2141.94,Transport,UPI,Online Store,December
07-01-2025,Sony,4263.41,Electronics,Cash,Online Store,January
20-04-2025,Sony,822.89,Electronics,Net Banking,Restaurant,April
23-04-2025,HP,4682.57,Electronics,Cash,Service,April
30-06-2025,Walmart,3480.82,Grocery,Cash,Service,June
19-09-2025,Sony,3318.44,Electronics,Debit Card,Restaurant,September
01-04-2025,Apple,3512.58,Electronics,Credit Card,Subscription,April
20-10-2025,Costco,1736.47,Grocery,Net Banking,Online Store,October
21-11-2025,Metro,1140.44,Transport,Cash,Restaurant,November
24-10-2025,Dominos,4473.53,Food,Credit Card,Subscription,October
27-04-2025,Apple,1236.7,Electronics,Net Banking,Online Store,April
27-08-2025,RedBus,4506.87,Transport,Net Banking,Restaurant,August
14-04-2025,Target,558.78,Grocery,Net Banking,Service,April
30-03-2025,YouTube Premium,4135.03,Entertainment,Cash,Subscription,March
27-08-2025,Nike,4140.62,Clothing,Net Banking,Service,August
30-08-2025,Disney+,2361.65,Entertainment,Net Banking,Restaurant,August
16-06-2025,Samsung,4128.64,Electronics,Net Banking,Retail,June
06-01-2025,KFC,3947.93,Food,UPI,Online Store,January
12-07-2025,Samsung,1334.9,Electronics,Cash,Online Store,July
10-12-2025,HP,2466.57,Electronics,Cash,Subscription,December
27-09-2025,BigBazaar,1078.02,Grocery,Cash,Restaurant,September
30-11-2025,Dominos,160.74,Food,Debit Card,Restaurant,November
26-07-2025,HP,2846.52,Electronics,Net Banking,Subscription,July
13-04-2025,Spotify,4024.6,Entertainment,Net Banking,Service,April
02-05-2025,Zara,1842.34,Clothing,Net Banking,Restaurant,May
23-03-2025,Nike,2562.14,Clothing,Net Banking,Online Store,March
27-07-2025,Sony,3497.48,Electronics,Credit Card,Restaurant,July
15-04-2025,Walmart,2851.69,Grocery,Debit Card,Retail,April
22-11-2025,Metro,2606.28,Transport,Net Banking,Retail,November
10-11-2025,Lyft,2428.82,Transport,Cash,Online Store,November
16-10-2025,Netflix,1415.01,Entertainment,Cash,Service,October
23-04-2025,Lyft,4269.66,Transport,Credit Card,Online Store,April
25-01-2025,Disney+,2680.69,Entertainment,Net Banking,Online Store,January
03-01-2025,Sony,3022.84,Electronics,Cash,Service,January
12-09-2025,Dominos,2226.59,Food,UPI,Subscription,September
27-07-2025,Nike,2402.22,Clothing,Cash,Online Store,July
10-09-2025,KFC,608.29,Food,Debit Card,Restaurant,September
13-06-2025,Zara,3799.07,Clothing,Cash,Restaurant,June
10-06-2025,RedBus,395.4,Transport,Cash,Online Store,June
16-10-2025,Adidas,3444.5,Clothing,Credit Card,Service,October
16-04-2025,BigBazaar,2524.28,Grocery,Debit Card,Retail,April
14-08-2025,Starbucks,4317.81,Food,Cash,Service,August
17-08-2025,Lyft,3898.59,Transport,Cash,Service,August
19-09-2025,Spotify,4681.18,Entertainment,UPI,Restaurant,September
20-05-2025,KFC,2361.75,Food,Net Banking,Subscription,May
16-07-2025,Subway,1349.74,Food,UPI,Subscription,July
25-05-2025,Lyft,65.59,Transport,Debit Card,Subscription,May
29-09-2025,Samsung,4999.3,Electronics,Cash,Restaurant,September
09-07-2025,H&M,1830.11,Clothing,Debit Card,Subscription,July
27-02-2025,Dell,3879.24,Electronics,Credit Card,Online Store,February
09-09-2025,Apple,591.05,Electronics,Debit Card,Service,September
23-01-2025,Samsung,338.37,Electronics,Cash,Online Store,January
25-05-2025,Nike,4645.31,Clothing,Net Banking,Subscription,May
29-01-2025,Sony,2125.35,Electronics,Credit Card,Retail,January
24-06-2025,Target,3912.12,Grocery,Net Banking,Online Store,June
21-03-2025,Ola,565.34,Transport,Debit Card,Service,March
16-05-2025,KFC,1125.02,Food,Cash,Online Store,May
25-03-2025,Dominos,1282.24,Food,Debit Card,Service,March
09-11-2025,Costco,1783.13,Grocery,UPI,Service,November
19-12-2025,Netflix,4706.49,Entertainment,Debit Card,Restaurant,December
24-08-2025,Subway,4092.8,Food,Credit Card,Subscription,August
26-05-2025,Lyft,1178.24,Transport,Credit Card,Restaurant,May
12-06-2025,Amazon Prime,910.21,Entertainment,Debit Card,Retail,June
27-10-2025,HP,1551.53,Electronics,Net Banking,Retail,October
10-12-2025,Zara,3268.36,Clothing,Debit Card,Restaurant,December
16-02-2025,Costco,4588.69,Grocery,UPI,Service,February
15-07-2025,YouTube Premium,2530.67,Entertainment,UPI,Restaurant,July
30-07-2025,Sony,1967.45,Electronics,Debit Card,Subscription,July
13-06-2025,Uber,4748.49,Transport,Net Banking,Subscription,June
27-01-2025,McDonalds,2491.83,Food,Cash,Retail,January
11-11-2025,Metro,2573.68,Transport,Cash,Retail,November
02-01-2025,Lyft,2447.96,Transport,Net Banking,Retail,January
03-02-2025,Samsung,1581.28,Electronics,Cash,Subscription,February
09-09-2025,Amazon Prime,231.17,Entertainment,Debit Card,Restaurant,September
12-07-2025,RedBus,3483.34,Transport,UPI,Online Store,July
10-01-2025,McDonalds,77.69,Food,Credit Card,Online Store,January
31-12-2025,Lyft,1639.52,Transport,Cash,Service,December
02-06-2025,Netflix,3940.09,Entertainment,UPI,Subscription,June
21-09-2025,H&M,2400.4,Clothing,Cash,Restaurant,September
23-07-2025,Spotify,3847.51,Entertainment,Net Banking,Restaurant,July
13-05-2025,Sony,1690.16,Electronics,Debit Card,Subscription,May
16-01-2025,Amazon Prime,2842.83,Entertainment,Net Banking,Online Store,January
17-01-2025,Target,2913.06,Grocery,Debit Card,Retail,January
29-10-2025,Levis,3755.5,Clothing,Cash,Retail,October
14-09-2025,HP,590.44,Electronics,UPI,Service,September
08-02-2025,McDonalds,133.71,Food,Cash,Retail,February
11-02-2025,RedBus,4605.47,Transport,UPI,Online Store,February
14-06-2025,Adidas,4423.74,Clothing,UPI,Restaurant,June
27-09-2025,Amazon Prime,1988.12,Entertainment,Cash,Service,September
25-12-2025,Walmart,1099.06,Grocery,Debit Card,Restaurant,December
25-07-2025,Zara,363.31,Clothing,Cash,Subscription,July
12-06-2025,Samsung,2646.24,Electronics,UPI,Subscription,June
17-12-2025,Levis,695.54,Clothing,Net Banking,Restaurant,December
25-05-2025,Tesco,592.93,Grocery,Net Banking,Restaurant,May
20-07-2025,Dominos,4820.02,Food,Cash,Restaurant,July
27-02-2025,Samsung,4670.28,Electronics,Cash,Service,February
15-02-2025,Subway,2222.65,Food,UPI,Online Store,February
27-05-2025,Starbucks,2616.05,Food,Net Banking,Online Store,May
16-11-2025,Uber,888.81,Transport,UPI,Service,November
10-03-2025,YouTube Premium,1321.1,Entertainment,Cash,Subscription,March
28-10-2025,YouTube Premium,3438.99,Entertainment,Cash,Retail,October
06-06-2025,Starbucks,645.08,Food,Debit Card,Subscription,June
03-01-2025,Starbucks,775.39,Food,Cash,Service,January
22-05-2025,RedBus,1144.75,Transport,UPI,Restaurant,May
15-07-2025,Metro,2656.77,Transport,Cash,Restaurant,July
03-01-2025,Subway,111.88,Food,Cash,Retail,January
06-03-2025,Adidas,3908.51,Clothing,Credit Card,Restaurant,March
05-07-2025,Adidas,1199.7,Clothing,UPI,Subscription,July
27-11-2025,Metro,93.32,Transport,Net Banking,Service,November
20-05-2025,Target,337.08,Grocery,Cash,Subscription,May
09-02-2025,HP,956.48,Electronics,Debit Card,Retail,February
22-12-2025,Tesco,4307.97,Grocery,Debit Card,Online Store,December
13-01-2025,RedBus,4746.37,Transport,UPI,Online Store,January
27-09-2025,YouTube Premium,3068,Entertainment,Debit Card,Subscription,September
07-12-2025,Starbucks,319.54,Food,UPI,Service,December
07-02-2025,Metro,918.44,Transport,Credit Card,Subscription,February
26-06-2025,KFC,3957.62,Food,UPI,Retail,June
28-08-2025,Samsung,1561.71,Electronics,Credit Card,Online Store,August
16-10-2025,Apple,1539.79,Electronics,UPI,Subscription,October
15-07-2025,Tesco,2070.15,Grocery,Debit Card,Retail,July
04-10-2025,Costco,1545.65,Grocery,UPI,Service,October
28-08-2025,Samsung,311.19,Electronics,Net Banking,Subscription,August
14-04-2025,Tesco,2797.21,Grocery,Credit Card,Online Store,April
20-10-2025,Starbucks,520.85,Food,UPI,Restaurant,October
21-07-2025,Samsung,1440.92,Electronics,Debit Card,Subscription,July
30-08-2025,YouTube Premium,2416.49,Entertainment,UPI,Online Store,August
20-08-2025,Target,2995.1,Grocery,Cash,Service,August
15-08-2025,Uber,4702.9,Transport,Debit Card,Service,August
15-04-2025,Costco,3467.39,Grocery,Debit Card,Restaurant,April
10-05-2025,Spotify,3103.48,Entertainment,Cash,Online Store,May
29-12-2025,Adidas,2876.76,Clothing,UPI,Subscription,December
09-03-2025,Netflix,302.76,Entertainment,Net Banking,Online Store,March
12-11-2025,Dell,3893.58,Electronics,Net Banking,Service,November
22-05-2025,Samsung,3448.71,Electronics,Cash,Retail,May
20-12-2025,Ola,3208.66,Transport,Cash,Service,December
12-07-2025,Dominos,329.31,Food,Cash,Online Store,July
02-12-2025,Tesco,93.22,Grocery,Net Banking,Restaurant,December
27-05-2025,Zara,3395.86,Clothing,Net Banking,Retail,May
14-11-2025,Dell,3255.73,Electronics,UPI,Retail,November
23-01-2025,H&M,2270.49,Clothing,Net Banking,Restaurant,January
09-11-2025,Spotify,1067.35,Entertainment,Credit Card,Subscription,November
03-05-2025,RedBus,3957.77,Transport,UPI,Online Store,May
11-08-2025,Samsung,1321.34,Electronics,Cash,Retail,August
21-11-2025,Walmart,4404.06,Grocery,UPI,Retail,November
08-11-2025,Metro,2101.14,Transport,UPI,Online Store,November
24-04-2025,Uber,1916.25,Transport,Debit Card,Service,April
28-05-2025,Walmart,1936.26,Grocery,Net Banking,Subscription,May
28-03-2025,H&M,1519.88,Clothing,UPI,Subscription,March
17-01-2025,Starbucks,3311.31,Food,Credit Card,Online Store,January
18-11-2025,Starbucks,2364.77,Food,UPI,Retail,November
10-04-2025,Costco,3613.78,Grocery,Cash,Restaurant,April
05-02-2025,RedBus,3250.02,Transport,Net Banking,Retail,February
26-11-2025,Subway,265.67,Food,Cash,Subscription,November
06-09-2025,KFC,3801.73,Food,UPI,Subscription,September
10-06-2025,Uber,1695.38,Transport,Net Banking,Restaurant,June
11-12-2025,BigBazaar,344.46,Grocery,Net Banking,Retail,December
19-04-2025,Target,1628.59,Grocery,Credit Card,Online Store,April
25-04-2025,Costco,4536.34,Grocery,Net Banking,Service,April
25-01-2025,Spotify,3653.6,Entertainment,Debit Card,Retail,January
10-01-2025,Starbucks,1884.43,Food,Debit Card,Subscription,January
05-02-2025,H&M,4306.03,Clothing,Credit Card,Subscription,February
29-11-2025,Tesco,554.54,Grocery,Credit Card,Restaurant,November
28-01-2025,Starbucks,1752.89,Food,Cash,Retail,January
15-11-2025,Samsung,3596.86,Electronics,Debit Card,Online Store,November
18-10-2025,Levis,2278.31,Clothing,Cash,Subscription,October
12-10-2025,Amazon Prime,1038.53,Entertainment,Net Banking,Restaurant,October
04-03-2025,KFC,4957.79,Food,Net Banking,Restaurant,March
18-07-2025,Walmart,3263.03,Grocery,UPI,Retail,July
14-01-2025,Sony,1296.62,Electronics,Net Banking,Service,January
02-04-2025,Levis,3709.92,Clothing,Cash,Service,April
20-10-2025,Zara,622.12,Clothing,Cash,Restaurant,October
10-07-2025,Dominos,4557.29,Food,UPI,Retail,July
16-10-2025,McDonalds,4408.43,Food,Debit Card,Subscription,October
25-10-2025,Disney+,2270.4,Entertainment,Credit Card,Subscription,October
20-05-2025,Tesco,1279.81,Grocery,Debit Card,Retail,May
28-10-2025,RedBus,2657.11,Transport,Debit Card,Restaurant,October
16-12-2025,Amazon Prime,1689.59,Entertainment,Credit Card,Online Store,December
25-08-2025,Costco,4480.05,Grocery,Cash,Service,August
